STATEFIPS,STATE,zipcode,agi_stub
42,PA,17820,5
42,PA,17820,6
42,PA,17821,1
42,PA,17821,2
42,PA,17821,3
42,PA,17821,4
42,PA,17821,5
42,PA,17821,6
42,PA,17823,1
42,PA,17823,2
42,PA,17823,3
42,PA,17823,4
42,PA,17823,5
42,PA,17823,6
42,PA,17824,1
42,PA,17824,2
42,PA,17824,3
42,PA,17824,4
42,PA,17824,5
42,PA,17824,6
42,PA,17827,1
42,PA,17827,2
42,PA,17827,3
42,PA,17827,4
42,PA,17827,5
42,PA,17827,6
42,PA,17830,1
42,PA,17830,2
42,PA,17830,3
42,PA,17830,4
42,PA,17830,5
42,PA,17830,6
42,PA,17832,1
42,PA,17832,2
42,PA,17832,3
42,PA,17832,4
42,PA,17832,5
42,PA,17832,6
42,PA,17834,1
42,PA,17834,2
42,PA,17834,3
42,PA,17834,4
42,PA,17834,5
42,PA,17834,6
42,PA,17837,1
42,PA,17837,2
42,PA,17837,3
42,PA,17837,4
42,PA,17837,5
42,PA,17837,6
42,PA,17840,1
42,PA,17840,2
42,PA,17840,3
42,PA,17840,4
42,PA,17840,5
42,PA,17840,6
42,PA,17841,1
42,PA,17841,2
42,PA,17841,3
42,PA,17841,4
42,PA,17841,5
42,PA,17841,6
42,PA,17842,1
42,PA,17842,2
42,PA,17842,3
42,PA,17842,4
42,PA,17842,5
42,PA,17842,6
42,PA,17844,1
42,PA,17844,2
42,PA,17844,3
42,PA,17844,4
42,PA,17844,5
42,PA,17844,6
42,PA,17845,1
42,PA,17845,2
42,PA,17845,3
42,PA,17845,4
42,PA,17845,5
42,PA,17845,6
42,PA,17846,1
42,PA,17846,2
42,PA,17846,3
42,PA,17846,4
42,PA,17846,5
42,PA,17846,6
42,PA,17847,1
42,PA,17847,2
42,PA,17847,3
42,PA,17847,4
42,PA,17847,5
42,PA,17847,6
42,PA,17850,1
42,PA,17850,2
42,PA,17850,3
42,PA,17850,4
42,PA,17850,5
42,PA,17850,6
42,PA,17851,1
42,PA,17851,2
42,PA,17851,3
42,PA,17851,4
42,PA,17851,5
42,PA,17851,6
42,PA,17853,1
42,PA,17853,2
42,PA,17853,3
42,PA,17853,4
42,PA,17853,5
42,PA,17853,6
42,PA,17855,1
42,PA,17855,2
42,PA,17855,3
42,PA,17855,4
42,PA,17855,5
42,PA,17855,6
42,PA,17856,1
42,PA,17856,2
42,PA,17856,3
42,PA,17856,4
42,PA,17856,5
42,PA,17856,6
42,PA,17857,1
42,PA,17857,2
42,PA,17857,3
42,PA,17857,4
42,PA,17857,5
42,PA,17857,6
42,PA,17859,1
42,PA,17859,2
42,PA,17859,3
42,PA,17859,4
42,PA,17859,5
42,PA,17859,6
42,PA,17860,1
42,PA,17860,2
42,PA,17860,3
42,PA,17860,4
42,PA,17860,5
42,PA,17860,6
42,PA,17862,1
42,PA,17862,2
42,PA,17862,3
42,PA,17862,4
42,PA,17862,5
42,PA,17862,6
42,PA,17864,1
42,PA,17864,2
42,PA,17864,3
42,PA,17864,4
42,PA,17864,5
42,PA,17864,6
42,PA,17866,1
42,PA,17866,2
42,PA,17866,3
42,PA,17866,4
42,PA,17866,5
42,PA,17866,6
42,PA,17868,1
42,PA,17868,2
42,PA,17868,3
42,PA,17868,4
42,PA,17868,5
42,PA,17868,6
42,PA,17870,1
42,PA,17870,2
42,PA,17870,3
42,PA,17870,4
42,PA,17870,5
42,PA,17870,6
42,PA,17872,1
42,PA,17872,2
42,PA,17872,3
42,PA,17872,4
42,PA,17872,5
42,PA,17872,6
42,PA,17876,1
42,PA,17876,2
42,PA,17876,3
42,PA,17876,4
42,PA,17876,5
42,PA,17876,6
42,PA,17878,1
42,PA,17878,2
42,PA,17878,3
42,PA,17878,4
42,PA,17878,5
42,PA,17878,6
42,PA,17881,1
42,PA,17881,2
42,PA,17881,3
42,PA,17881,4
42,PA,17881,5
42,PA,17881,6
42,PA,17884,1
42,PA,17884,2
42,PA,17884,3
42,PA,17884,4
42,PA,17884,5
42,PA,17884,6
42,PA,17886,1
42,PA,17886,2
42,PA,17886,3
42,PA,17886,4
42,PA,17886,5
42,PA,17886,6
42,PA,17887,1
42,PA,17887,2
42,PA,17887,3
42,PA,17887,4
42,PA,17887,5
42,PA,17887,6
42,PA,17888,1
42,PA,17888,2
42,PA,17888,3
42,PA,17888,4
42,PA,17888,5
42,PA,17888,6
42,PA,17889,1
42,PA,17889,2
42,PA,17889,3
42,PA,17889,4
42,PA,17889,5
42,PA,17889,6
42,PA,17901,1
42,PA,17901,2
42,PA,17901,3
42,PA,17901,4
42,PA,17901,5
42,PA,17901,6
42,PA,17920,1
42,PA,17920,2
42,PA,17920,3
42,PA,17920,4
42,PA,17920,5
42,PA,17920,6
42,PA,17921,1
42,PA,17921,2
42,PA,17921,3
42,PA,17921,4
42,PA,17921,5
42,PA,17921,6
42,PA,17922,1
42,PA,17922,2
42,PA,17922,3
42,PA,17922,4
42,PA,17922,5
42,PA,17922,6
42,PA,17923,1
42,PA,17923,2
42,PA,17923,3
42,PA,17923,4
42,PA,17923,5
42,PA,17923,6
42,PA,17925,1
42,PA,17925,2
42,PA,17925,3
42,PA,17925,4
42,PA,17925,5
42,PA,17925,6
42,PA,17929,1
42,PA,17929,2
42,PA,17929,3
42,PA,17929,4
42,PA,17929,5
42,PA,17929,6
42,PA,17930,1
42,PA,17930,2
42,PA,17930,3
42,PA,17930,4
42,PA,17930,5
42,PA,17930,6
42,PA,17931,1
42,PA,17931,2
42,PA,17931,3
42,PA,17931,4
42,PA,17931,5
42,PA,17931,6
42,PA,17933,1
42,PA,17933,2
42,PA,17933,3
42,PA,17933,4
42,PA,17933,5
42,PA,17933,6
42,PA,17934,1
42,PA,17934,2
42,PA,17934,3
42,PA,17934,4
42,PA,17934,5
42,PA,17934,6
42,PA,17935,1
42,PA,17935,2
42,PA,17935,3
42,PA,17935,4
42,PA,17935,5
42,PA,17935,6
42,PA,17936,1
42,PA,17936,2
42,PA,17936,3
42,PA,17936,4
42,PA,17936,5
42,PA,17936,6
42,PA,17938,1
42,PA,17938,2
42,PA,17938,3
42,PA,17938,4
42,PA,17938,5
42,PA,17938,6
42,PA,17941,1
42,PA,17941,2
42,PA,17941,3
42,PA,17941,4
42,PA,17941,5
42,PA,17941,6
42,PA,17943,1
42,PA,17943,2
42,PA,17943,3
42,PA,17943,4
42,PA,17943,5
42,PA,17943,6
42,PA,17944,1
42,PA,17944,2
42,PA,17944,3
42,PA,17944,4
42,PA,17944,5
42,PA,17944,6
42,PA,17946,1
42,PA,17946,2
42,PA,17946,3
42,PA,17946,4
42,PA,17946,5
42,PA,17946,6
42,PA,17948,1
42,PA,17948,2
42,PA,17948,3
42,PA,17948,4
42,PA,17948,5
42,PA,17948,6
42,PA,17949,1
42,PA,17949,2
42,PA,17949,3
42,PA,17949,4
42,PA,17949,5
42,PA,17949,6
42,PA,17951,1
42,PA,17951,2
42,PA,17951,3
42,PA,17951,4
42,PA,17951,5
42,PA,17951,6
42,PA,17952,1
42,PA,17952,2
42,PA,17952,3
42,PA,17952,4
42,PA,17952,5
42,PA,17952,6
42,PA,17953,1
42,PA,17953,2
42,PA,17953,3
42,PA,17953,4
42,PA,17953,5
42,PA,17953,6
42,PA,17954,1
42,PA,17954,2
42,PA,17954,3
42,PA,17954,4
42,PA,17954,5
42,PA,17954,6
42,PA,17957,1
42,PA,17957,2
42,PA,17957,3
42,PA,17957,4
42,PA,17957,5
42,PA,17957,6
42,PA,17959,1
42,PA,17959,2
42,PA,17959,3
42,PA,17959,4
42,PA,17959,5
42,PA,17959,6
42,PA,17960,1
42,PA,17960,2
42,PA,17960,3
42,PA,17960,4
42,PA,17960,5
42,PA,17960,6
42,PA,17961,1
42,PA,17961,2
42,PA,17961,3
42,PA,17961,4
42,PA,17961,5
42,PA,17961,6
42,PA,17963,1
42,PA,17963,2
42,PA,17963,3
42,PA,17963,4
42,PA,17963,5
42,PA,17963,6
42,PA,17964,1
42,PA,17964,2
42,PA,17964,3
42,PA,17964,4
42,PA,17964,5
42,PA,17964,6
42,PA,17965,1
42,PA,17965,2
42,PA,17965,3
42,PA,17965,4
42,PA,17965,5
42,PA,17965,6
42,PA,17967,1
42,PA,17967,2
42,PA,17967,3
42,PA,17967,4
42,PA,17967,5
42,PA,17967,6
42,PA,17968,1
42,PA,17968,2
42,PA,17968,3
42,PA,17968,4
42,PA,17968,5
42,PA,17968,6
42,PA,17970,1
42,PA,17970,2
42,PA,17970,3
42,PA,17970,4
42,PA,17970,5
42,PA,17970,6
42,PA,17972,1
42,PA,17972,2
42,PA,17972,3
42,PA,17972,4
42,PA,17972,5
42,PA,17972,6
42,PA,17974,1
42,PA,17974,2
42,PA,17974,3
42,PA,17974,4
42,PA,17974,5
42,PA,17974,6
42,PA,17976,1
42,PA,17976,2
42,PA,17976,3
42,PA,17976,4
42,PA,17976,5
42,PA,17976,6
42,PA,17978,1
42,PA,17978,2
42,PA,17978,3
42,PA,17978,4
42,PA,17978,5
42,PA,17978,6
42,PA,17980,1
42,PA,17980,2
42,PA,17980,3
42,PA,17980,4
42,PA,17980,5
42,PA,17980,6
42,PA,17981,1
42,PA,17981,2
42,PA,17981,3
42,PA,17981,4
42,PA,17981,5
42,PA,17981,6
42,PA,17982,1
42,PA,17982,2
42,PA,17982,3
42,PA,17982,4
42,PA,17982,5
42,PA,17982,6
42,PA,17983,1
42,PA,17983,2
42,PA,17983,3
42,PA,17983,4
42,PA,17983,5
42,PA,17983,6
42,PA,17985,1
42,PA,17985,2
42,PA,17985,3
42,PA,17985,4
42,PA,17985,5
42,PA,17985,6
42,PA,18011,1
42,PA,18011,2
42,PA,18011,3
42,PA,18011,4
42,PA,18011,5
42,PA,18011,6
42,PA,18013,1
42,PA,18013,2
42,PA,18013,3
42,PA,18013,4
42,PA,18013,5
42,PA,18013,6
42,PA,18014,1
42,PA,18014,2
42,PA,18014,3
42,PA,18014,4
42,PA,18014,5
42,PA,18014,6
42,PA,18015,1
42,PA,18015,2
42,PA,18015,3
42,PA,18015,4
42,PA,18015,5
42,PA,18015,6
42,PA,18017,1
42,PA,18017,2
42,PA,18017,3
42,PA,18017,4
42,PA,18017,5
42,PA,18017,6
42,PA,18018,1
42,PA,18018,2
42,PA,18018,3
42,PA,18018,4
42,PA,18018,5
42,PA,18018,6
42,PA,18020,1
42,PA,18020,2
42,PA,18020,3
42,PA,18020,4
42,PA,18020,5
42,PA,18020,6
42,PA,18030,1
42,PA,18030,2
42,PA,18030,3
42,PA,18030,4
42,PA,18030,5
42,PA,18030,6
42,PA,18031,1
42,PA,18031,2
42,PA,18031,3
42,PA,18031,4
42,PA,18031,5
42,PA,18031,6
42,PA,18032,1
42,PA,18032,2
42,PA,18032,3
42,PA,18032,4
42,PA,18032,5
42,PA,18032,6
42,PA,18034,1
42,PA,18034,2
42,PA,18034,3
42,PA,18034,4
42,PA,18034,5
42,PA,18034,6
42,PA,18035,1
42,PA,18035,2
42,PA,18035,3
42,PA,18035,4
42,PA,18035,5
42,PA,18035,6
42,PA,18036,1
42,PA,18036,2
42,PA,18036,3
42,PA,18036,4
42,PA,18036,5
42,PA,18036,6
42,PA,18037,1
42,PA,18037,2
42,PA,18037,3
42,PA,18037,4
42,PA,18037,5
42,PA,18037,6
42,PA,18038,1
42,PA,18038,2
42,PA,18038,3
42,PA,18038,4
42,PA,18038,5
42,PA,18038,6
42,PA,18040,1
42,PA,18040,2
42,PA,18040,3
42,PA,18040,4
42,PA,18040,5
42,PA,18040,6
42,PA,18041,1
42,PA,18041,2
42,PA,18041,3
42,PA,18041,4
42,PA,18041,5
42,PA,18041,6
42,PA,18042,1
42,PA,18042,2
42,PA,18042,3
42,PA,18042,4
42,PA,18042,5
42,PA,18042,6
42,PA,18045,1
42,PA,18045,2
42,PA,18045,3
42,PA,18045,4
42,PA,18045,5
42,PA,18045,6
42,PA,18046,1
42,PA,18046,2
42,PA,18046,3
42,PA,18046,4
42,PA,18046,5
42,PA,18046,6
42,PA,18049,1
42,PA,18049,2
42,PA,18049,3
42,PA,18049,4
42,PA,18049,5
42,PA,18049,6
42,PA,18051,1
42,PA,18051,2
42,PA,18051,3
42,PA,18051,4
42,PA,18051,5
42,PA,18051,6
42,PA,18052,1
42,PA,18052,2
42,PA,18052,3
42,PA,18052,4
42,PA,18052,5
42,PA,18052,6
42,PA,18053,1
42,PA,18053,2
42,PA,18053,3
42,PA,18053,4
42,PA,18053,5
42,PA,18053,6
42,PA,18054,1
42,PA,18054,2
42,PA,18054,3
42,PA,18054,4
42,PA,18054,5
42,PA,18054,6
42,PA,18055,1
42,PA,18055,2
42,PA,18055,3
42,PA,18055,4
42,PA,18055,5
42,PA,18055,6
42,PA,18056,1
42,PA,18056,2
42,PA,18056,3
42,PA,18056,4
42,PA,18056,5
42,PA,18056,6
42,PA,18058,1
42,PA,18058,2
42,PA,18058,3
42,PA,18058,4
42,PA,18058,5
42,PA,18058,6
42,PA,18059,1
42,PA,18059,2
42,PA,18059,3
42,PA,18059,4
42,PA,18059,5
42,PA,18059,6
42,PA,18062,1
42,PA,18062,2
42,PA,18062,3
42,PA,18062,4
42,PA,18062,5
42,PA,18062,6
42,PA,18063,1
42,PA,18063,2
42,PA,18063,3
42,PA,18063,4
42,PA,18063,5
42,PA,18063,6
42,PA,18064,1
42,PA,18064,2
42,PA,18064,3
42,PA,18064,4
42,PA,18064,5
42,PA,18064,6
42,PA,18066,1
42,PA,18066,2
42,PA,18066,3
42,PA,18066,4
42,PA,18066,5
42,PA,18066,6
42,PA,18067,1
42,PA,18067,2
42,PA,18067,3
42,PA,18067,4
42,PA,18067,5
42,PA,18067,6
42,PA,18069,1
42,PA,18069,2
42,PA,18069,3
42,PA,18069,4
42,PA,18069,5
42,PA,18069,6
42,PA,18070,1
42,PA,18070,2
42,PA,18070,3
42,PA,18070,4
42,PA,18070,5
42,PA,18070,6
42,PA,18071,1
42,PA,18071,2
42,PA,18071,3
42,PA,18071,4
42,PA,18071,5
42,PA,18071,6
42,PA,18072,1
42,PA,18072,2
42,PA,18072,3
42,PA,18072,4
42,PA,18072,5
42,PA,18072,6
42,PA,18073,1
42,PA,18073,2
42,PA,18073,3
42,PA,18073,4
42,PA,18073,5
42,PA,18073,6
42,PA,18074,1
42,PA,18074,2
42,PA,18074,3
42,PA,18074,4
42,PA,18074,5
42,PA,18074,6
42,PA,18076,1
42,PA,18076,2
42,PA,18076,3
42,PA,18076,4
42,PA,18076,5
42,PA,18076,6
42,PA,18077,1
42,PA,18077,2
42,PA,18077,3
42,PA,18077,4
42,PA,18077,5
42,PA,18077,6
42,PA,18078,1
42,PA,18078,2
42,PA,18078,3
42,PA,18078,4
42,PA,18078,5
42,PA,18078,6
42,PA,18079,1
42,PA,18079,2
42,PA,18079,3
42,PA,18079,4
42,PA,18079,5
42,PA,18079,6
42,PA,18080,1
42,PA,18080,2
42,PA,18080,3
42,PA,18080,4
42,PA,18080,5
42,PA,18080,6
42,PA,18081,1
42,PA,18081,2
42,PA,18081,3
42,PA,18081,4
42,PA,18081,5
42,PA,18081,6
42,PA,18083,1
42,PA,18083,2
42,PA,18083,3
42,PA,18083,4
42,PA,18083,5
42,PA,18083,6
42,PA,18085,1
42,PA,18085,2
42,PA,18085,3
42,PA,18085,4
42,PA,18085,5
42,PA,18085,6
42,PA,18087,1
42,PA,18087,2
42,PA,18087,3
42,PA,18087,4
42,PA,18087,5
42,PA,18087,6
42,PA,18088,1
42,PA,18088,2
42,PA,18088,3
42,PA,18088,4
42,PA,18088,5
42,PA,18088,6
42,PA,18091,1
42,PA,18091,2
42,PA,18091,3
42,PA,18091,4
42,PA,18091,5
42,PA,18091,6
42,PA,18092,1
42,PA,18092,2
42,PA,18092,3
42,PA,18092,4
42,PA,18092,5
42,PA,18092,6
42,PA,18101,1
42,PA,18101,2
42,PA,18101,3
42,PA,18101,4
42,PA,18101,5
42,PA,18101,6
42,PA,18102,1
42,PA,18102,2
42,PA,18102,3
42,PA,18102,4
42,PA,18102,5
42,PA,18102,6
42,PA,18103,1
42,PA,18103,2
42,PA,18103,3
42,PA,18103,4
42,PA,18103,5
42,PA,18103,6
42,PA,18104,1
42,PA,18104,2
42,PA,18104,3
42,PA,18104,4
42,PA,18104,5
42,PA,18104,6
42,PA,18105,1
42,PA,18105,2
42,PA,18105,3
42,PA,18105,4
42,PA,18105,5
42,PA,18105,6
42,PA,18106,1
42,PA,18106,2
42,PA,18106,3
42,PA,18106,4
42,PA,18106,5
42,PA,18106,6
42,PA,18109,1
42,PA,18109,2
42,PA,18109,3
42,PA,18109,4
42,PA,18109,5
42,PA,18109,6
42,PA,18201,1
42,PA,18201,2
42,PA,18201,3
42,PA,18201,4
42,PA,18201,5
42,PA,18201,6
42,PA,18202,1
42,PA,18202,2
42,PA,18202,3
42,PA,18202,4
42,PA,18202,5
42,PA,18202,6
42,PA,18210,1
42,PA,18210,2
42,PA,18210,3
42,PA,18210,4
42,PA,18210,5
42,PA,18210,6
42,PA,18211,1
42,PA,18211,2
42,PA,18211,3
42,PA,18211,4
42,PA,18211,5
42,PA,18211,6
42,PA,18214,1
42,PA,18214,2
42,PA,18214,3
42,PA,18214,4
42,PA,18214,5
42,PA,18214,6
42,PA,18216,1
42,PA,18216,2
42,PA,18216,3
42,PA,18216,4
42,PA,18216,5
42,PA,18216,6
42,PA,18218,1
42,PA,18218,2
42,PA,18218,3
42,PA,18218,4
42,PA,18218,5
42,PA,18218,6
42,PA,18219,1
42,PA,18219,2
42,PA,18219,3
42,PA,18219,4
42,PA,18219,5
42,PA,18219,6
42,PA,18220,1
42,PA,18220,2
42,PA,18220,3
42,PA,18220,5
42,PA,18220,6
42,PA,18221,1
42,PA,18221,2
42,PA,18221,3
42,PA,18221,4
42,PA,18221,5
42,PA,18221,6
42,PA,18222,1
42,PA,18222,2
42,PA,18222,3
42,PA,18222,4
42,PA,18222,5
42,PA,18222,6
42,PA,18224,1
42,PA,18224,2
42,PA,18224,3
42,PA,18224,4
42,PA,18224,5
42,PA,18224,6
42,PA,18225,1
42,PA,18225,2
42,PA,18225,3
42,PA,18225,4
42,PA,18225,5
42,PA,18225,6
42,PA,18229,1
42,PA,18229,2
42,PA,18229,3
42,PA,18229,4
42,PA,18229,5
42,PA,18229,6
42,PA,18231,1
42,PA,18231,2
42,PA,18231,3
42,PA,18231,4
42,PA,18231,5
42,PA,18231,6
42,PA,18232,1
42,PA,18232,2
42,PA,18232,3
42,PA,18232,4
42,PA,18232,5
42,PA,18232,6
42,PA,18234,1
42,PA,18234,2
42,PA,18234,3
42,PA,18234,4
42,PA,18234,5
42,PA,18234,6
42,PA,18235,1
42,PA,18235,2
42,PA,18235,3
42,PA,18235,4
42,PA,18235,5
42,PA,18235,6
42,PA,18237,1
42,PA,18237,2
42,PA,18237,3
42,PA,18237,4
42,PA,18237,5
42,PA,18237,6
42,PA,18240,1
42,PA,18240,2
42,PA,18240,3
42,PA,18240,4
42,PA,18240,5
42,PA,18240,6
42,PA,18241,1
42,PA,18241,2
42,PA,18241,3
42,PA,18241,4
42,PA,18241,5
42,PA,18241,6
42,PA,18242,1
42,PA,18242,2
42,PA,18242,3
42,PA,18242,4
42,PA,18242,5
42,PA,18242,6
42,PA,18244,1
42,PA,18244,2
42,PA,18244,3
42,PA,18244,4
42,PA,18244,5
42,PA,18244,6
42,PA,18245,1
42,PA,18245,2
42,PA,18245,3
42,PA,18245,4
42,PA,18245,5
42,PA,18245,6
42,PA,18248,1
42,PA,18248,2
42,PA,18248,3
42,PA,18248,4
42,PA,18248,5
42,PA,18248,6
42,PA,18249,1
42,PA,18249,2
42,PA,18249,3
42,PA,18249,4
42,PA,18249,5
42,PA,18249,6
42,PA,18250,1
42,PA,18250,2
42,PA,18250,3
42,PA,18250,4
42,PA,18250,5
42,PA,18250,6
42,PA,18252,1
42,PA,18252,2
42,PA,18252,3
42,PA,18252,4
42,PA,18252,5
42,PA,18252,6
42,PA,18254,1
42,PA,18254,2
42,PA,18254,3
42,PA,18254,4
42,PA,18254,5
42,PA,18254,6
42,PA,18255,1
42,PA,18255,2
42,PA,18255,3
42,PA,18255,4
42,PA,18255,5
42,PA,18255,6
42,PA,18256,1
42,PA,18256,2
42,PA,18256,3
42,PA,18256,4
42,PA,18256,5
42,PA,18256,6
42,PA,18301,1
42,PA,18301,2
42,PA,18301,3
42,PA,18301,4
42,PA,18301,5
42,PA,18301,6
42,PA,18302,1
42,PA,18302,2
42,PA,18302,3
42,PA,18302,4
42,PA,18302,5
42,PA,18302,6
42,PA,18321,1
42,PA,18321,2
42,PA,18321,3
42,PA,18321,4
42,PA,18321,5
42,PA,18321,6
42,PA,18322,1
42,PA,18322,2
42,PA,18322,3
42,PA,18322,4
42,PA,18322,5
42,PA,18322,6
42,PA,18323,1
42,PA,18323,2
42,PA,18323,3
42,PA,18323,4
42,PA,18323,5
42,PA,18323,6
42,PA,18324,1
42,PA,18324,2
42,PA,18324,3
42,PA,18324,4
42,PA,18324,5
42,PA,18324,6
42,PA,18325,1
42,PA,18325,2
42,PA,18325,3
42,PA,18325,4
42,PA,18325,5
42,PA,18325,6
42,PA,18326,1
42,PA,18326,2
42,PA,18326,3
42,PA,18326,4
42,PA,18326,5
42,PA,18326,6
42,PA,18327,1
42,PA,18327,2
42,PA,18327,3
42,PA,18327,4
42,PA,18327,5
42,PA,18327,6
42,PA,18328,1
42,PA,18328,2
42,PA,18328,3
42,PA,18328,4
42,PA,18328,5
42,PA,18328,6
42,PA,18330,1
42,PA,18330,2
42,PA,18330,3
42,PA,18330,4
42,PA,18330,5
42,PA,18330,6
42,PA,18331,1
42,PA,18331,2
42,PA,18331,3
42,PA,18331,4
42,PA,18331,5
42,PA,18331,6
42,PA,18332,1
42,PA,18332,2
42,PA,18332,3
42,PA,18332,4
42,PA,18332,5
42,PA,18332,6
42,PA,18333,1
42,PA,18333,2
42,PA,18333,3
42,PA,18333,4
42,PA,18333,5
42,PA,18333,6
42,PA,18334,1
42,PA,18334,2
42,PA,18334,3
42,PA,18334,4
42,PA,18334,5
42,PA,18334,6
42,PA,18335,1
42,PA,18335,2
42,PA,18335,3
42,PA,18335,4
42,PA,18335,5
42,PA,18335,6
42,PA,18336,1
42,PA,18336,2
42,PA,18336,3
42,PA,18336,4
42,PA,18336,5
42,PA,18336,6
42,PA,18337,1
42,PA,18337,2
42,PA,18337,3
42,PA,18337,4
42,PA,18337,5
42,PA,18337,6
42,PA,18342,1
42,PA,18342,2
42,PA,18342,3
42,PA,18342,4
42,PA,18342,5
42,PA,18342,6
42,PA,18343,1
42,PA,18343,2
42,PA,18343,3
42,PA,18343,4
42,PA,18343,5
42,PA,18343,6
42,PA,18344,1
42,PA,18344,2
42,PA,18344,3
42,PA,18344,4
42,PA,18344,5
42,PA,18344,6
42,PA,18346,1
42,PA,18346,2
42,PA,18346,3
42,PA,18346,4
42,PA,18346,5
42,PA,18346,6
42,PA,18347,1
42,PA,18347,2
42,PA,18347,3
42,PA,18347,4
42,PA,18347,5
42,PA,18347,6
42,PA,18350,1
42,PA,18350,2
42,PA,18350,3
42,PA,18350,4
42,PA,18350,5
42,PA,18350,6
42,PA,18351,1
42,PA,18351,2
42,PA,18351,3
42,PA,18351,4
42,PA,18351,5
42,PA,18351,6
42,PA,18352,1
42,PA,18352,2
42,PA,18352,3
42,PA,18352,4
42,PA,18352,5
42,PA,18352,6
42,PA,18353,1
42,PA,18353,2
42,PA,18353,3
42,PA,18353,4
42,PA,18353,5
42,PA,18353,6
42,PA,18354,1
42,PA,18354,2
42,PA,18354,3
42,PA,18354,4
42,PA,18354,5
42,PA,18354,6
42,PA,18355,1
42,PA,18355,2
42,PA,18355,3
42,PA,18355,4
42,PA,18355,5
42,PA,18355,6
42,PA,18356,1
42,PA,18356,2
42,PA,18356,3
42,PA,18356,4
42,PA,18356,5
42,PA,18356,6
42,PA,18360,1
42,PA,18360,2
42,PA,18360,3
42,PA,18360,4
42,PA,18360,5
42,PA,18360,6
42,PA,18370,1
42,PA,18370,2
42,PA,18370,3
42,PA,18370,4
42,PA,18370,5
42,PA,18370,6
42,PA,18371,1
42,PA,18371,2
42,PA,18371,3
42,PA,18371,4
42,PA,18371,5
42,PA,18371,6
42,PA,18372,1
42,PA,18372,2
42,PA,18372,3
42,PA,18372,4
42,PA,18372,5
42,PA,18372,6
42,PA,18403,1
42,PA,18403,2
42,PA,18403,3
42,PA,18403,4
42,PA,18403,5
42,PA,18403,6
42,PA,18405,1
42,PA,18405,2
42,PA,18405,3
42,PA,18405,4
42,PA,18405,5
42,PA,18405,6
42,PA,18407,1
42,PA,18407,2
42,PA,18407,3
42,PA,18407,4
42,PA,18407,5
42,PA,18407,6
42,PA,18411,1
42,PA,18411,2
42,PA,18411,3
42,PA,18411,4
42,PA,18411,5
42,PA,18411,6
42,PA,18413,1
42,PA,18413,2
42,PA,18413,3
42,PA,18413,4
42,PA,18413,5
42,PA,18413,6
42,PA,18414,1
42,PA,18414,2
42,PA,18414,3
42,PA,18414,4
42,PA,18414,5
42,PA,18414,6
42,PA,18415,1
42,PA,18415,2
42,PA,18415,3
42,PA,18415,4
42,PA,18415,5
42,PA,18415,6
42,PA,18417,1
42,PA,18417,2
42,PA,18417,3
42,PA,18417,4
42,PA,18417,5
42,PA,18417,6
42,PA,18419,1
42,PA,18419,2
42,PA,18419,3
42,PA,18419,4
42,PA,18419,5
42,PA,18419,6
42,PA,18420,1
42,PA,18420,2
42,PA,18420,3
42,PA,18420,4
42,PA,18420,5
42,PA,18420,6
42,PA,18421,1
42,PA,18421,2
42,PA,18421,3
42,PA,18421,4
42,PA,18421,5
42,PA,18421,6
42,PA,18424,1
42,PA,18424,2
42,PA,18424,3
42,PA,18424,4
42,PA,18424,5
42,PA,18424,6
42,PA,18425,1
42,PA,18425,2
42,PA,18425,3
42,PA,18425,4
42,PA,18425,5
42,PA,18425,6
42,PA,18426,1
42,PA,18426,2
42,PA,18426,3
42,PA,18426,4
42,PA,18426,5
42,PA,18426,6
42,PA,18427,1
42,PA,18427,2
42,PA,18427,3
42,PA,18427,4
42,PA,18427,5
42,PA,18427,6
42,PA,18428,1
42,PA,18428,2
42,PA,18428,3
42,PA,18428,4
42,PA,18428,5
42,PA,18428,6
42,PA,18431,1
42,PA,18431,2
42,PA,18431,3
42,PA,18431,4
42,PA,18431,5
42,PA,18431,6
42,PA,18433,1
42,PA,18433,2
42,PA,18433,3
42,PA,18433,4
42,PA,18433,5
42,PA,18433,6
42,PA,18434,1
42,PA,18434,2
42,PA,18434,3
42,PA,18434,4
42,PA,18434,5
42,PA,18434,6
42,PA,18435,1
42,PA,18435,2
42,PA,18435,3
42,PA,18435,4
42,PA,18435,5
42,PA,18435,6
42,PA,18436,1
42,PA,18436,2
42,PA,18436,3
42,PA,18436,4
42,PA,18436,5
42,PA,18436,6
42,PA,18438,1
42,PA,18438,2
42,PA,18438,3
42,PA,18438,4
42,PA,18438,5
42,PA,18438,6
42,PA,18439,1
42,PA,18439,2
42,PA,18439,3
42,PA,18439,4
42,PA,18439,5
42,PA,18439,6
42,PA,18443,1
42,PA,18443,2
42,PA,18443,3
42,PA,18443,4
42,PA,18443,5
42,PA,18443,6
42,PA,18444,1
42,PA,18444,2
42,PA,18444,3
42,PA,18444,4
42,PA,18444,5
42,PA,18444,6
42,PA,18445,1
42,PA,18445,2
42,PA,18445,3
42,PA,18445,4
42,PA,18445,5
42,PA,18445,6
42,PA,18446,1
42,PA,18446,2
42,PA,18446,3
42,PA,18446,4
42,PA,18446,5
42,PA,18446,6
42,PA,18447,1
42,PA,18447,2
42,PA,18447,3
42,PA,18447,4
42,PA,18447,5
42,PA,18447,6
42,PA,18451,1
42,PA,18451,2
42,PA,18451,3
42,PA,18451,4
